seedling_tag,block_id_plot_id,cohort,quadrant,date,tree_sp,status,environment,microsite,diameter_mm,height_cm,ground_bare,ground_ash,ground_litt,ground_rock,ground_basal,ground_wood,ground_other,ground_total,cover_tree,cover_shrub,cover_forb,cover_gram,cover_fern,cover_lupin,shrub_1_cover,shrub_2_cover,shrub_3_cover,shrub_4_cover,shrub_2m_cover,cover_total,shrub_1_sp,shrub_2_sp,shrub_3_sp,shrub_4_sp,shrub_2m_sp,notes,qaqc_done,qaqc_notes,order,paper,collection,square_number,tree_species,qaqc,live_status_spring2024,newgrowth_mm,duplicate,recorder,live_status_spring2024_dnf_did_not_find,new_growth_cm,genetics,dup_id
5512,W2L,NA,NA,NA,NA,NA,Overtopped,0,2,18.7,100,0,NA,NA,NA,0,0,NA,0,100,0,0,0,0,80,40,0,0,100,100,CEIN,CEPA,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIPO,NA,L,5.5,NA,NA,NA,NA,NA,NA
637,W2L,NA,NA,NA,NA,NA,Open,0,2.2,13.6,80,0,20,0,NA,0,0,NA,0,10,0,0,0,0,10,0,0,0,95,10,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIJE,NA,L,3.3,NA,NA,NA,NA,NA,NA
601,W2L,NA,NA,NA,NA,NA,Overtopped,0,3.7,15.1,75,0,20,NA,NA,5,0,NA,0,65,0,0,0,0,65,0,0,0,50,65,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,3.8,NA,NA,NA,NA,NA,NA
5554,W2L,NA,NA,NA,NA,NA,Overtopped,0,3.7,12.6,5,0,95,0,NA,0,0,NA,0,65,0,0,0,0,65,0,0,0,95,65,CEIN,NONE,NONE,NONE,CEIN,VERY SAD; SIDE GROWTH,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,0.6,NA,NA,NA,NA,NA,NA
569,W2L,NA,NA,NA,NA,NA,Overtopped,0,3.2,14,90,0,10,NA,NA,0,0,NA,0,95,0,0,0,0,95,0,0,0,85,95,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIPOJE,NA,L,3.1,NA,NA,NA,NA,NA,NA
566,W2L,NA,NA,NA,NA,NA,Overtopped,0,3.7,12.6,85,0,15,NA,NA,NA,0,NA,0,95,0,0,0,0,95,0,0,0,80,95,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,3.7,NA,NA,NA,NA,NA,NA
5577,W2L,NA,NA,NA,NA,NA,Overtopped,0,3.5,18.2,75,0,25,0,NA,0,0,NA,0,95,0,0,0,0,95,0,0,0,65,95,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIPOJE,NA,L,8.1999999999999993,NA,NA,NA,NA,NA,NA
644,W2L,NA,NA,NA,NA,NA,Overtopped,0,2.8,15.2,95,0,5,0,NA,0,0,NA,0,100,0,0,0,0,100,0,0,0,80,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIPO,NA,L,1,NA,NA,NA,NA,NA,NA
678,W2L,NA,NA,NA,NA,NA,Overtopped,0,3.2,17.8,90,0,10,0,NA,0,0,NA,0,100,0,0,0,0,100,0,0,0,10,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIJE,NA,L,3.7,NA,NA,NA,NA,NA,NA
559,W2L,NA,NA,NA,NA,NA,Overtopped,0,4.1,18,95,0,5,0,NA,0,0,NA,0,100,0,0,0,0,100,0,0,0,90,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PILA,NA,L,5.7,NA,NA,NA,NA,NA,NA
5540,W2L,NA,NA,NA,NA,NA,Overtopped,0,2.3,10.3,90,0,10,0,NA,0,0,NA,0,100,0,0,0,0,100,0,0,0,60,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,1.5,NA,NA,NA,NA,NA,NA
557,W2L,NA,NA,NA,NA,NA,Clump,0,2.4,10.1,95,0,5,NA,NA,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,10,NA,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,1.2,NA,NA,NA,NA,NA,NA
602,W2L,NA,NA,NA,NA,NA,Open,0,3.1,17.8,85,5,15,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NONE,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,4.3,NA,NA,NA,NA,NA,NA
556,W2L,NA,NA,NA,NA,NA,Clump,0,2.9,11.5,100,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,5,0,NONE,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,0.5,NA,NA,NA,NA,NA,NA
554,W2L,NA,NA,NA,NA,NA,Clump,0,3.7,11.9,100,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,10,0,NONE,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,0.8,NA,NA,NA,NA,NA,NA
555,W2L,NA,NA,NA,NA,NA,Clump,0,4.2,12.2,95,0,5,NA,NA,0,0,NA,NA,10,0,0,0,0,10,NA,0,0,15,10,CEIN,SEGI,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,1.2,NA,NA,NA,NA,NA,NA
640,W2L,NA,NA,NA,NA,NA,Overtopped,0,2.5,16,95,0,5,0,NA,0,0,NA,0,100,0,0,0,0,10,95,0,0,95,100,ARPA,CEPA,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,PIJE,NA,L,4,NA,NA,NA,NA,NA,NA
831,W2L,NA,NA,NA,NA,NA,Overtopped,0,3.1,20.7,95,0,5,NA,NA,0,0,NA,0,100,0,0,0,0,100,0,0,0,10,100,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,PIPO,NA,L,9,NA,NA,NA,NA,NA,NA
5581,W2L,NA,NA,NA,NA,NA,Overtopped,0,4.2,19.4,65,0,10,25,NA,0,0,NA,0,100,0,0,0,0,100,0,0,0,30,100,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,PILA,NA,L,4.4000000000000004,NA,NA,NA,NA,NA,NA
828,W2L,NA,NA,NA,NA,NA,Open,0,4.1,21,100,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NONE,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,1.6,NA,NA,NA,NA,NA,NA
829,W2L,NA,NA,NA,NA,NA,Open,0,3.6,21,100,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NONE,NONE,NONE,NONE,CEPA,SENSOR,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,9.1999999999999993,NA,NA,NA,NA,NA,NA
646,W2L,NA,NA,NA,NA,NA,Clump,0,2.1,17.3,90,5,5,0,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,SEGI,CEIN,NONE,NONE,NA,NO 2M DATA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,5.9,NA,NA,NA,NA,NA,NA
650,W2L,NA,NA,NA,NA,NA,Clump,0,3.1,8.1,90,5,5,0,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,SEGI,CEIN,NONE,NONE,NA,NO 2M DATA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,0.9,NA,NA,NA,NA,NA,NA
649,W2L,NA,NA,NA,NA,NA,Clump,0,1.9,13.1,90,0,5,NA,NA,5,0,NA,NA,15,0,0,0,0,15,NA,0,0,NA,15,ARPA,SEGI,NONE,NONE,NA,NO 2M DATA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,3.6,NA,NA,NA,NA,NA,NA
825,W2L,NA,NA,NA,NA,NA,Clump,0,3.2,11.8,95,0,NA,5,NA,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,0,NA,SEGI,NONE,NONE,NONE,NA,SENSOR,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,2.1,NA,NA,NA,NA,NA,NA
5537,W2L,NA,NA,NA,NA,NA,Open,0,3.6,18.5,75,0,25,NA,NA,NA,0,NA,0,5,0,0,0,0,5,0,0,0,5,5,RIRO,NONE,NONE,NONE,RIRO,NA,TRUE,NA,NA,NA,spring2024,NA,PIPOJE,NA,L,6.2,NA,NA,NA,NA,NA,NA
5079,W2NL,NA,NA,NA,NA,NA,Overtopped,0,4.3,10.5,90,0,10,0,0,NA,0,NA,0,60,0,0,0,0,60,0,0,0,100,60,CEIN,NONE,NONE,NONE,CEIN,VERY SAD,TRUE,tag # initially transcibed as 5072,NA,NA,spring2024,NA,SEGI,NA,L,0,NA,NA,NA,NA,NA,NA
5689,W2NL,NA,NA,NA,NA,NA,Overtopped,0,4.6,27.5,70,0,20,5,NA,5,0,NA,0,75,0,0,0,0,45,30,0,0,60,75,SAME,CEIN,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,5,NA,NA,NA,NA,NA,NA
5404,W2NL,NA,NA,NA,NA,NA,Clump,0,5.9,23.8,85,0,10,0,0,5,0,100,NA,10,0,0,0,0,NA,10,0,0,60,10,SEGI,CEIN,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,6.5,NA,NA,NA,NA,NA,NA
5408,W2NL,NA,NA,NA,NA,NA,Clump (Overtopped),0,5.3,25.1,75,0,20,0,NA,5,0,NA,NA,80,0,0,0,0,NA,80,0,0,60,80,SEGI,CEIN,NONE,NONE,CEIN,SAD,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,4.5999999999999996,NA,NA,NA,NA,NA,NA
5700,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3,15.5,70,0,30,0,0,0,0,100,0,85,0,0,0,0,75,10,0,0,95,85,CEIN,CEPA,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PILA,NA,L,3,NA,NA,NA,NA,NA,NA
5419,W2NL,NA,NA,NA,NA,NA,NA,NA,5.1,30.3,90,0,10,0,0,NA,0,NA,0,95,0,0,0,0,85,45,0,0,45,95,CEIN,CEPA,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,7.3,NA,NA,NA,NA,NA,NA
5011,W2NL,NA,NA,NA,NA,NA,Overtopped,0,4.9,23.1,75,0,25,0,NA,0,0,NA,0,45,0,0,0,0,45,0,0,0,45,45,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,4.4000000000000004,NA,NA,NA,NA,NA,NA
5017,W2NL,NA,NA,NA,NA,NA,NA,NA,4.4,24.9,100,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,15,NA,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,5.7,NA,NA,NA,NA,NA,NA
5692,W2NL,NA,NA,NA,NA,NA,NA,0,4.2,24.4,65,0,25,0,NA,10,0,NA,0,5,0,0,0,0,5,0,0,0,20,5,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,4.2,NA,NA,NA,NA,NA,NA
5675,W2NL,NA,NA,NA,NA,NA,Clump,0,5.9,29,90,0,5,NA,NA,5,0,NA,0,10,0,0,0,0,10,0,0,0,25,10,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,2.2000000000000002,NA,NA,NA,NA,NA,NA
5655,W2NL,NA,NA,NA,NA,NA,Open,DEBRIS,4.7,15,50,0,10,0,NA,40,0,NA,0,10,0,0,0,0,10,0,0,0,55,10,CEIN,NONE,NONE,NONE,CEIN,SAD,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,4.2,NA,NA,NA,NA,NA,NA
5407,W2NL,NA,NA,NA,NA,NA,Clump (Overtopped),0,4.8,24.2,85,0,15,0,NA,0,0,NA,0,60,0,0,0,0,60,0,0,0,60,60,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,8,NA,NA,NA,NA,NA,NA
5619,W2NL,NA,NA,NA,NA,NA,Overtopped,0,4.6,18.2,55,0,15,5,NA,25,0,NA,0,65,0,0,0,0,65,0,0,0,60,65,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIJE,NA,L,8.6,NA,NA,NA,NA,NA,NA
5657,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3.3,20.5,45,0,20,5,0,30,0,100,0,80,0,0,0,0,80,0,0,0,75,80,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIJE,NA,L,6.4,NA,NA,NA,NA,NA,NA
5082,W2NL,NA,NA,NA,NA,NA,NA,NA,2.8,21,75,0,20,0,0,5,0,100,0,80,0,0,0,0,80,0,0,0,95,80,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PILA,NA,L,5,NA,NA,NA,NA,NA,NA
3,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3.1,17,90,0,10,0,0,0,0,100,0,90,0,0,0,0,90,0,0,0,85,90,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PILA,NA,L,5,NA,NA,NA,NA,NA,NA
5039,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3.4,9.2,90,0,5,5,0,0,0,100,0,90,0,0,0,0,90,0,0,0,80,90,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PILA,NA,L,4.5,NA,NA,NA,NA,NA,NA
5660,W2NL,NA,NA,NA,NA,NA,Overtopped,0,5.3,27.3,50,0,50,0,NA,0,0,NA,0,95,0,0,0,0,95,0,0,0,95,95,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,3.1,NA,NA,NA,NA,NA,NA
5613,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3.1,13.9,75,0,25,0,NA,NA,0,NA,0,95,0,0,0,0,95,0,0,0,55,95,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIPO,NA,L,7,NA,NA,NA,NA,NA,NA
5620,W2NL,NA,NA,NA,NA,NA,Overtopped,0,6.3,35.4,80,0,20,0,NA,NA,0,NA,0,95,0,0,0,0,95,0,0,0,70,95,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,6,NA,NA,NA,NA,NA,NA
5589,W2NL,NA,NA,NA,NA,NA,Overtopped,0,2.8,9.2,25,0,75,0,0,0,0,100,0,95,0,0,0,0,80,0,0,0,80,95,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIXX,NA,L,1.8,NA,NA,NA,NA,NA,NA
5699,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3.7,21.9,85,0,10,0,NA,5,0,NA,0,100,0,0,0,0,100,0,0,0,100,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,2.7,NA,NA,NA,NA,NA,NA
5070,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3.8,15.5,80,0,20,0,NA,NA,0,NA,0,100,0,0,0,0,100,0,0,0,50,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIPO,NA,L,5,NA,NA,NA,NA,NA,NA
5056,W2NL,NA,NA,NA,NA,NA,Overtopped,0,2.8,23.5,80,0,20,0,NA,NA,0,NA,0,100,0,0,0,0,100,0,0,0,95,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PILA,NA,L,8.9,NA,NA,NA,NA,NA,NA
5054,W2NL,NA,NA,NA,NA,NA,Overtopped,0,5.8,29,40,0,10,0,NA,0,0,NA,0,100,0,0,0,0,100,0,0,0,90,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,1.2,NA,NA,NA,NA,NA,NA
5053,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3,23.3,65,0,20,0,NA,15,0,NA,0,100,0,0,0,0,100,0,0,0,20,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIJE,NA,L,10.5,NA,NA,NA,NA,NA,NA
5006,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3.2,23.4,5,0,95,0,NA,0,0,NA,0,100,0,0,0,0,100,0,0,0,75,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PILA,NA,L,7.1,NA,NA,NA,NA,NA,NA
5094,W2NL,NA,NA,NA,NA,NA,Overtopped,0,5.8,21.2,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,0,0,0,100,0,0,0,55,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,1.5,NA,NA,NA,NA,NA,NA
5086,W2NL,NA,NA,NA,NA,NA,Overtopped,0,5.1,25.7,80,0,20,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,85,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,0.4,NA,NA,NA,NA,NA,NA
5084,W2NL,NA,NA,NA,NA,NA,NA,NA,2.9,18.2,60,0,40,NA,0,0,0,NA,0,100,0,0,0,0,100,0,0,0,100,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIJE,NA,L,4.8,NA,NA,NA,NA,NA,NA
5081,W2NL,NA,NA,NA,NA,NA,Overtopped,0,2.4,12.2,95,0,5,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,90,100,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,PIPO,NA,L,1.8,NA,NA,NA,NA,NA,NA
5069,W2NL,NA,NA,NA,NA,NA,Open,0,5,29.3,85,0,15,NA,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,50,NA,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,4.3,NA,NA,NA,NA,NA,NA
5016,W2NL,NA,NA,NA,NA,NA,Clump,0,5.9,29.6,85,0,NA,15,0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,0,15,NA,CEIN,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,5.0999999999999996,NA,NA,NA,NA,NA,NA
5412,W2NL,NA,NA,NA,NA,NA,Overtopped,0,4.8,22,90,0,10,0,NA,NA,0,NA,0,100,0,5,0,0,100,0,0,0,40,100,CEPA,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,5.4,NA,NA,NA,NA,NA,NA
3777,W2NL,NA,NA,NA,NA,NA,Open,0,6.1,31.9,80,0,10,NA,NA,10,0,NA,0,0,0,0,0,0,0,0,0,0,5,0,NONE,NONE,NONE,NONE,CEIN,NEW TAG,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,4.5999999999999996,NA,NA,NA,NA,NA,NA
5046,W2NL,NA,NA,NA,NA,NA,Clump,0,5.4,31.1,85,0,5,10,NA,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,5,NA,SEGI,NONE,NONE,NONE,CEIN,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,12.1,NA,NA,NA,NA,NA,NA
5652,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3.3,10.1,55,0,25,0,NA,20,0,NA,0,95,0,0,0,0,50,50,0,0,90,95,CEPA,CEIN,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,PIPO,NA,L,2,NA,NA,NA,NA,NA,NA
5662,W2NL,NA,NA,NA,NA,NA,Overtopped,0,6.5,31.7,80,0,20,0,NA,0,0,NA,0,90,0,0,0,0,50,50,0,0,80,90,CEIN,CEPA,NONE,NONE,CEPA,CEIN AND CEPA BOTH WRITTEN AS 5% COVER IN PAPER DATASHEET... NOT SURE HOW THAT ADDS TO 90?,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,7,NA,NA,NA,NA,NA,NA
5644,W2NL,NA,NA,NA,NA,NA,Overtopped,0,6.3,26.3,85,0,10,0,0,5,0,100,0,75,0,0,0,0,75,5,0,0,15,75,RIRO,CEPA,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,1.5,NA,NA,NA,NA,NA,NA
5595,W2NL,NA,NA,NA,NA,NA,Open,0,5.7,26.1,95,0,5,0,NA,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,40,NA,CEPA,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,2.8,NA,NA,NA,NA,NA,NA
5005,W2NL,NA,NA,NA,NA,NA,Overtopped,0,4.7,22.7,75,0,25,0,0,0,0,100,0,50,0,0,0,0,50,0,0,0,75,50,CEPA,NONE,NONE,NONE,CEPA,VERY SAD,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,0.3,NA,NA,NA,NA,NA,NA
5665,W2NL,NA,NA,NA,NA,NA,Open,0,3.8,24.4,95,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,5,0,NONE,NONE,NONE,NONE,CEPA,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,3.6,NA,NA,NA,NA,NA,NA
5664,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3.4,17,55,0,45,0,NA,NA,0,NA,0,85,0,0,0,0,15,25,20,25,35,85,CEIN,CEPA,RIRO,LOCR,LOCR,SAD,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,0.8,NA,NA,NA,NA,NA,NA
5629,W2NL,NA,NA,NA,NA,NA,Overtopped,0,3.8,23,70,0,30,0,0,0,0,100,70,5,0,0,0,0,5,70,0,0,80,75,CEIN,QUKE,NONE,NONE,NA,QUKE LISTED AS A SHRUB. NO 2M SHRUB LISTED. SAD,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,1.2,NA,NA,NA,NA,NA,NA
5418,W2NL,NA,NA,NA,NA,NA,Open,0,7.5,37.2,85,0,15,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,NONE,NONE,NONE,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,2,NA,NA,NA,NA,NA,NA
5093,W2NL,NA,NA,NA,NA,NA,NA,NA,4.1,21.6,95,0,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,NONE,NONE,NONE,NA,TRUE,NA,NA,NA,spring2024,NA,PIPOJE,NA,L,9.8000000000000007,NA,NA,NA,NA,NA,NA
5500,W5L,NA,NA,NA,NA,NA,Open,0,2.8,15.3,100,0,NA,NA,0,0,0,NA,5,0,0,5,0,0,0,0,0,0,5,10,NONE,NONE,NONE,NONE,CECO,NA,TRUE,"total live cover left blank, defaulted to 10%",NA,NA,spring2024,NA,PIPO,NA,L,7,NA,NA,NA,NA,NA,NA
5437,W5L,NA,NA,NA,NA,NA,NA,0,2.8,14,80,0,20,0,0,0,0,100,0,50,0,0,0,0,20,30,0,0,90,50,CEPA,CECO,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,PILA,NA,L,6.3,NA,NA,NA,NA,NA,NA
4760,W5L,NA,NA,NA,NA,NA,Clump,0,3.4,12.9,100,0,NA,NA,0,0,0,NA,0,5,0,0,0,0,5,0,0,0,50,5,CECO,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,0.7,NA,NA,NA,NA,NA,NA
4550,W5L,NA,NA,NA,NA,NA,Open,0,2.8,16.5,100,0,0,NA,0,NA,0,NA,0,5,0,0,0,0,5,0,0,0,5,5,CECO,NONE,NONE,NONE,CECO,DEAD TOP,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,3,NA,NA,NA,NA,NA,NA
4743,W5L,NA,NA,NA,NA,NA,Open,0,2.7,11.8,80,0,10,5,NA,5,0,NA,0,5,0,0,0,0,5,0,0,0,20,5,CECO,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,PIJE,NA,L,2.5,NA,NA,NA,NA,NA,NA
5119,W5L,NA,NA,NA,NA,NA,Open,0,2.8,13.7,90,0,5,NA,0,5,0,NA,0,15,0,0,0,0,15,0,0,0,25,15,CECO,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,1.6,NA,NA,NA,NA,NA,NA
4722,W5L,NA,NA,NA,NA,NA,Open,0,3.3,13.7,100,0,NA,0,NA,0,0,NA,0,20,0,0,0,0,20,0,0,0,65,20,CECO,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,PIPOJE,NA,L,4.5999999999999996,NA,NA,NA,NA,NA,NA
4502,W5L,NA,NA,NA,NA,NA,Open,0,3.6,14.8,90,0,10,NA,0,NA,0,NA,0,35,0,0,0,0,35,0,0,0,80,35,CECO,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,3.1,NA,NA,NA,NA,NA,NA
4878,W5L,NA,NA,NA,NA,NA,Clump,0,2,7.5,85,0,15,0,NA,0,0,NA,0,40,0,0,0,0,40,0,0,0,50,40,CECO,NONE,NONE,NONE,CECO,DEAD TOP; SAD,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,1,NA,NA,NA,NA,NA,NA
4768,W5L,NA,NA,NA,NA,NA,Overtopped,0,3.5,13.7,80,0,5,0,NA,15,0,NA,0,60,0,0,0,0,60,0,0,0,60,60,CECO,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,3.5,NA,NA,NA,NA,NA,NA
4506,W5L,NA,NA,NA,NA,NA,Overtopped,0,2.1,11.8,90,0,10,0,0,0,0,100,0,75,0,0,0,0,75,0,0,0,80,75,CECO,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,3.9,NA,NA,NA,NA,NA,NA
4751,W5L,NA,NA,NA,NA,NA,Overtopped,0,2,18,65,0,35,0,NA,NA,0,NA,0,75,0,0,0,0,75,0,0,0,75,75,CECO,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,4.5,NA,NA,NA,NA,NA,NA
4787,W5L,NA,NA,NA,NA,NA,Overtopped,0,2,10.5,85,0,15,0,NA,0,0,NA,0,75,0,0,0,0,75,0,0,0,10,75,CECO,NONE,NONE,NONE,CECO,NA,TRUE,NA,NA,NA,spring2024,NA,SEGI,NA,L,2.1,NA,NA,NA,NA,NA,NA
